Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Author
"She is just like Trump. She doesn't care about PEOPLE, only MONEY. Shame on her!! That $$ is for COVID relief.  She is only a governor, not the keeper of the cash.  smdh https://t.co/uJzpqHaIkr",22/10/2020 9:53,en,,0,0,,Virginia Williams,Just an ordinary person who likes to make people smile. I love cats and fast sports cars.,6204,23756,280,181,2,FALSE,@Vee1059
She knows the real racist  https://t.co/MJAGoDPPV8,22/10/2020 9:57,en,,0,0,,Leo s,,1867,1447,84,49,0,FALSE,@leannathelion
"She's deliberately STALLING to blame Trump when reality is she prefers to let American's suffer, bc she REFUSES to give Trump ANY credit before election.  Total manipulation in Dem's desperate attempts to regain power &amp; control at all costs. $$ Agenda. https://t.co/UbRWQJgfVy",22/10/2020 10:10,en,,0,0,,Nina,"🇱🇷🇱🇷🇱🇷👍😎 PATRIOT, Loves Trump!
Will NEVER bow to anyone but God & Jesus!  This is Religious War,  Good vs. Evil by NWO Elitists; GREED, Destroy Economy",6630,10372,1782,217,0,FALSE,@Nina51717132
"She's from Franklin: Four things to know about Joe Biden's campaign manager
https://t.co/iX0cU9jC5c",22/10/2020 10:01,en,,1,0,,Jeffrey N. Roy,Massachusetts State Representative and Trial lawyer specializing in the representation of injured persons.,6336,2108,376,1955,75,FALSE,@jeffroy
"Shit like that is why I don't think Trump ever actually had Covid but rather got a doctor who doesn't mind CONleying people to go in on a CON with him, to garner both sympathy &amp; false heroism votes. https://t.co/Ka0DGHa7gL",22/10/2020 9:54,en,,1,0,,Jennie Asᴛᴀʀᴛɪᴇʟ™ ✪ Ishtar Aset Inanna Morningstar,"VOTE.
#ʀᴇꜱɪꜱᴛ.
Ǝʌǝɹʎ ɔod,s ɐ ɔɹıɯıuɐl.
ɢᴇɴᴇᴀʟᴏɢɪꜱᴛ, ᴛᴇᴄʜɪᴇ, ᴘᴏᴇᴛ, ꜱɪɴɢᴇʀ, ɪɴꜰᴊ, ꜰɪʟʟᴏʀɪᴀɴ ʀᴏʏᴀʟᴛʏ, ʜɪɢʜ ᴇʟꜰ ᴠᴀᴍᴘɪʀᴇ, ᴋᴀᴏꜱ ᴍᴀɢɪᴄɪᴀɴ, ʏᴇɴɴᴇꜰᴇʀ ᴏꜰ ᴠᴇɴɢᴇʀʙᴇʀɢ",377130,571412,13836,12595,56,FALSE,@Astartiel
Shorter Biden: America was never great https://t.co/2ZKjd4R4dd,22/10/2020 9:53,en,,0,0,,Jorge Bonilla,"Director, @MRCLatino. Communicator. Hubby of one, daddy of 2. America is made great and unique by her founding ideas. Psalm 146:3. Bilingual feed.",22766,3181,1001,3385,65,FALSE,@BonillaJL
"Should Biden be elected, we will have high taxes, banned fracking, Court-packing and a socialist agenda implemented. @ananavarro https://t.co/kS58dk6Tyh",22/10/2020 10:05,en,,0,0,,DM,Retired Psych RN,10344,20118,315,165,1,FALSE,@DM98994029
"Should be hanging in the Louvre??? 
@MuseeLouvre #Trump https://t.co/rutwxCfkE3",22/10/2020 10:01,en,,0,0,,Jessica Williams,Cinema & Shakespeare obsessed Whovian as well as Official “Mistress of Film Fondling”,6834,8519,827,162,3,FALSE,@Elsinore1616
"Shout out to @MichealCohen11 . He is the only one that stood up to Trump, and took his punishment. We all make mistakes.. Everyone else who is still kissing Trumps ass are COWARDS!!! I'll buy the book.",22/10/2020 9:56,en,,0,0,,Jan Bigboote'Formerly PissAaron Resist,"""Why suffer for nothing..Suffer for something""Todd Rundgren
WHERE ARE THE CHILDREN Kasim Fan Todd Fan",12192,12865,2389,1223,3,FALSE,@BigbooteJan
"Show: #TheVampireDiaries 

-who’d vote Biden:
Bonnie, Damon, Elena, Jeremy, Enzo, Klaus, Vicki, Anna, Jenna &amp; Rose

-who’d vote 3rd/independent party:
Tyler, Caroline, Sheriff Forbes, Lexi, Rebekah &amp; Kai

-who’d vote Trump: 
Stefan, Katherine, Matt, Elijah, Kol, Alaric &amp; John",22/10/2020 10:11,en,,0,0,,ً,"🌻 I was there when you fell from the clouds, and landed in the desert 🌻 ♈️ • #Vidder •",28208,54550,179,945,14,FALSE,@xoEvermore
Showing unconditional love to your own son is weird? This photo makes Biden look like a caring father. https://t.co/v7Z9q0n2AT,22/10/2020 9:51,en,,0,0,,Ioan 💻📲,Flipping bit to make app work,18027,11694,344,305,18,FALSE,@dragossh
"Since the conspiracy theorists want to discuss inappropriate father/son affection, here’s some lovely Trump family photos. 🤢🤢🤢 https://t.co/SA34Y4i5lc",22/10/2020 9:50,en,,0,0,,Kiwa,Trend Analyst. Strategist. Mother. Flaneur. Optimist (on most days).,1906,1016,590,211,11,FALSE,@suite2046
Since they'll be muting @realDonaldTrump's mic tonight will he start stalking Biden like he did #HillaryClinton back in 2016?,22/10/2020 9:59,en,,0,0,,Stomping My Furry Paws 🐾🐾,"Listening 2 nature & the teaching of it. Owned by a Rescue Furry Paws.

Please note I block lists makers. Brief. Direct. To the point. Any questions? No DM'S !",59941,131759,4920,3250,3,FALSE,@Dakota_Mom2
Six former secretaries of Commerce endorse Joe Biden @CNBC https://t.co/eIOKoo5B8f,22/10/2020 10:10,en,,0,0,,Barry E. Rabinowitz,Barry Rabinowitz is a Retirement Income Specialist. I work with individuals at or near retirement. I am a CFP and a Fiduciary Investment Advisor.,1328,671,47,30,0,FALSE,@BarryRabinowitz
Six former secretaries of Commerce endorse Joe Biden https://t.co/7ZAyjidCX5,22/10/2020 9:50,en,,0,0,,Linda Lazar,"I’ve lived with fear and dread since 11/9/16. They have to go. Married, two English Bulldog kids. “Essential” cashier, Realtor.  NO DM. #resist #BidenHarris2020",30370,69050,2534,1742,2,FALSE,@Loaner777
Six former secretaries of Commerce endorse Joe Biden https://t.co/fd4d56ztst,22/10/2020 10:04,en,,0,0,,Hope Sherman,,201598,202631,2983,2389,5,FALSE,@hope_sherman
"Six former secretaries of Commerce endorse Joe Biden: A bipartisan group of former Cabinet members said Biden will bring the ""certainty and security that our economy needs to thrive."" https://t.co/uWMtDFx8aB",22/10/2020 10:04,en,,0,0,,Lance Jepsen,"Owner of https://t.co/N2mHInrOxp, https://t.co/Fd1jj7OUfP

Affiliated with https://t.co/I3Do9vWBu6",37777,287,8,3210,140,FALSE,@lancejepsen
Skinny Trump looks like that miserable spinster who bursts your football when it does in her garden. https://t.co/NqfMcpYr1M,22/10/2020 10:07,en,,3,0,,💀 McFright 💀,"Love video games, movies, music and football. Professional Button Presser 🚩",37525,105727,9010,10147,30,FALSE,@ShamelessMcFly
Sleeping joe Biden IS SUCH A LIER A LIER LIER LIER LIER BIDEN WILL KILL JOBS KILL JOBS,22/10/2020 10:03,en,,1,0,,Carl Giovanni,,1798,2675,6,22,0,FALSE,@CarlGiovanni3
"Sleepy Joe, China Joe, Dirty Joe 3 strikes your out. 
Bombshell: Biden Insider Claims He Was ‘Recipient of the Email‘ https://t.co/jxAy0bB4Ic via @BreitbartNews",22/10/2020 9:51,en,,0,0,,Mason Dixon Patriot,Red White and Blue and Jesus spilt His blood for me. So I'll do what it takes to save His country.,1939,207,343,151,4,FALSE,@Mason_Dixon_Pat
So Beau Biden Was a crook just like his daddy.,22/10/2020 9:52,en,,0,0,,Pelosis eyebrows.,"Former Dem,  I support President Trump.  The resistance are just a bunch of marxists. Wallace Gave Trump Corona.
Fight marxism always.
  Q",36434,9334,863,734,0,FALSE,@EddyKrutch
So FBI Dir. Wray updates public on foreign interference which is to favor Trump &amp; Agent Orange’s response is to announce he will fire him. https://t.co/jGLNljX2fX,22/10/2020 10:11,en,,0,0,,Save Our Democracy,,5120,3403,451,93,0,FALSE,@PatriceTofallos
"So MAGAts and @johncardillo in particular are bent up about a loving photo of @joebiden kissing his surviving son. ""How horrible,"" they cry. ""Is this appropriate,"" they grossly insinuate. 

Yet even the soulless narcissist Trump does the same, and not even for Ivanka. 

Now STFU. https://t.co/GKhJnvYmUi",22/10/2020 9:50,en,,0,0,,Coach Case 🌊🇺🇸🌵✊🏿✊🏾✊🏽 INFP,"NAU BS Comm- PR/Brdcst JLS; ASU MBA; Digital Marketing Manager; 
Girls Basketball Coach; USAB Gold Cert; My tweets are my own opinions. #resist #loser #sucker",8902,11260,4479,3516,7,FALSE,@CoachCaseAZ
So Russia wants trump in so he could raise defence spending and start a new nuclear arms race and inflict sanctions on them.? Not sure I understand your logic? Zero evidence of Russian interference. https://t.co/JcovdCtc39,22/10/2020 10:01,en,,0,0,,alan marshall,,3177,2495,308,127,2,FALSE,@zarg05
So Trump is out here blaming Iran and Russia for the emails his team is sending threatening people to VOTE 4 TRUMP 😂😭,22/10/2020 10:07,en,,0,0,,GABEKNOX,For Booking and Features: bookgabeknox@gmail.com,32849,19885,3156,14337,85,FALSE,@GABEKNOXMUSIC
So Twitter and Facebook are locking out accounts about the Biden’s and what they are hiding Makes you wonder what Facebook and tweeter are hiding,22/10/2020 9:54,en,,0,0,,Brian Tipler,,139,1,4,1,0,FALSE,@btipler57
"So anyway, soon we’ll be watching Trump and Biden and there’s a mute button involved 😂😂😂😂",22/10/2020 10:07,en,,0,0,,Thobeka Wandile Nyathikazi K,Happiness,611,163,1,14,0,FALSE,@umamawevibe
So covid isn't going to win with trump huh?,22/10/2020 10:10,en,,1,0,,Central Park Party Planning Committee,a simian floating on a blue and green rock.,18440,44203,1707,409,2,FALSE,@space_man_z
"So good to see Obama back again like this. I hope it works!
 Barack Obama likens Donald Trump to 'crazy uncle' in Joe Biden rally speech https://t.co/l8Mr6O2qi0 via @YouTube",22/10/2020 10:10,en,,0,0,,derafeynman,"The scientific method! Worldview: humanism. Tweets mainly in English, Portuguese and German. Sometimes RTs in Dutch.",1192,5838,506,110,1,FALSE,@derafeynman
So have the Clingons invaded. Did they take #Trump as prisoner? If so thank God. https://t.co/xuObD348JO,22/10/2020 10:01,en,GB,0,0,,Dr Mohammed Iqbal,Retired Pharma-Healthcare Professional. Producer/Host Voice of Islam-Living History. “Our lives begin to end the day we stay silent about things that matter”,40034,11048,311,814,35,FALSE,@MohammedIqbal57
"So if you voted trump before and now feel like you need to stick to your guns lest your fragile ego shatter, remember that no one has ever cared about you. Ever. And then reevaluate! 🤗",22/10/2020 10:03,en,,0,0,,Okyesemily,not sorry,503,924,19,179,2,FALSE,@okyesemily
"So it is clear this is a plan to remove Biden,  should he win the election.""
6)",22/10/2020 9:50,en,,0,0,@GREENESJ333,SG,"Not even tweets = endorsements
Seeking to out the truth 
Non-primary voter, issue-oriented  
No porn or lists = reported & Instablock. Parler, Clouthub #MAGA",286731,157911,4916,3791,2,FALSE,@GREENESJ333
"So let me get this straight, they want to investigate Biden for using a train when Trump has been using Airforce One as his rally transport. FFS 😡",22/10/2020 9:58,en,,0,0,,weatherwax🇦🇺,Senior Strategic Analyst,11128,28277,279,122,0,FALSE,@weather16342362
"So ready for the final debate tonight in Nashville, 
Tennessee.  ⁦@kwelkernbc⁩ ⁦@BelmontUniv⁩  https://t.co/HSMRuzhIhq",22/10/2020 10:05,en,,0,0,,Gibbs Knotts,"Dean, School of Humanities and Social Sciences and Professor of Political Science at the College of Charleston, Co-author of First in the South",6872,6109,860,1318,25,FALSE,@GibbsKnotts
"So stupid Joe Biden I'm sorry sleepy Joe I have decided they didn't live up to the idea of America that's the first truth he's told furthermore he said something very telling never walked away from ""before""who does this goddamn clown think he is he's running nothing but his mouth",22/10/2020 9:59,en,,0,0,,Johnson Long,,7,7,0,0,0,FALSE,@Johnson27244272
"So tell me, why and what are the reasons you’re voting or support Biden? And don’t tell me that “Biden sees more a better candidate than trump”",22/10/2020 10:06,en,,0,0,,Manuel,🇩🇴 - 16,1825,7188,1246,80,0,FALSE,@manueeljpr
So true and he has convinced some people he’s made the economy better by ignoring a pandemic that has crashed the economy Obama and Biden fixed after Bush! https://t.co/C3VEjlyvuB,22/10/2020 10:05,en,,0,0,,Dancy007,"I am a believer! He arms us with the sword, the Word of God, to stand against the enemy’s lies and he equips us with love, strength, wisdom, and discernment.",29459,41654,347,139,0,FALSE,@MrsDancy007
"So why do I see 90% Biden ads?

Google's Head of Global Analysis: ""Platforms are influencing you in a wa... https://t.co/LDUsDXMoxN via @YouTube",22/10/2020 10:11,en,,0,0,,clymer1776,Supporter of our Constitution and especially our Second Amendment.,634,661,192,8,0,FALSE,@clymer1776
"So you’re girlfriend is pregnant with possibly your child, none of my business, and you decide to go to a Trump rally? https://t.co/V4PLZ6Or5Y",22/10/2020 10:06,en,,0,0,,Megan N,"Make the rules, than break them all cause you are the best ✨",22911,42864,846,380,0,FALSE,@MeganNSlays
"So, Iran wants to hurt Trump and they decided to send threatening emails to people telling them to vote for Trump or else?? LOL!",22/10/2020 9:51,en,,0,0,,June,"Politics, arts, etc. #BlackGirlMagic #anticommunism #antisocialism #DemocraticCapitalist #prochoice #queer #feminist .... I block 🌹twitter people.",14517,25905,377,203,0,FALSE,@CriticallyPDCST
"So... Joe Biden wants to ensure that incarcerated felons have the Right to vote... but, people charged with a misdemeanor hate crime (i.e. saying a naughty word) get stripped of their Second Amendment Rights?

That sounds par for the course with the Democratic Party these days...",22/10/2020 9:58,en,,0,0,,Jeebus Christos,,39636,2,13,248,3,FALSE,@travelinjeebus
"Some voter data obtained by foreign powers, says FBI – as it happened https://t.co/lQx4tUFmRE",22/10/2020 9:55,en,,0,0,,Altay Ergun,My Tweets are mostly about Football.   (No-Direct-Messages),42708,4986,35826,38515,110,FALSE,@AltayErgun
"Some world leaders have big stake in US election: Bibi, Modi, MBS.  https://t.co/o5LbsUXWsK",22/10/2020 10:08,en,,0,0,,John Daly,News Guy. Examines wide range of views.Twitter is social MEDIA; act like you’re part of news media: post with verified facts here. Real TV UndercoverJetsetter,53723,2,4600,3694,108,FALSE,@johndalytv
"Someone forgot to inform RATcliffe that his new gig isn't political, and especially isn't part of the Trump campaign.",22/10/2020 9:53,en,,3,3,,Devine One,"DEMOCRAT. Happy wife. Intelligent, outspoken political junkie w/a big mouth & no fear. I curse A LOT. #EqualRights #FuckTrump  #BLM #StillWithHer #BidenHarris",84710,104257,10072,9431,14,FALSE,@devineG_one
"Something I Had absolutely no faith the the #DEMONcratParty would do! They still didn't do sh*t concerning ANTIFA:----&gt;&gt;  Trump Bans Convicted Felons, Gang Members from Asylum https://t.co/7Fpu3dCCEV",22/10/2020 10:01,en,,0,0,,SpotifyThrowbacks.com - #Motown #Stax #Atlantic!!,Classic music blogger & curator of rare oldies on @Spotify. Spanning 60+ years of great music history! #SpotifyUSA #NowPlaying @PandoraMusic @iTunes #Tidal,16905,4968,137,796,23,FALSE,@SpotifyThrowbac
Something tamper tantrum boybis good at ‘Humiliating self-own’: ⁦@realDonaldTrump⁩ mocked after touting binder full of his ‘accomplishments’ — but photo shows blank page #SmartNews  https://t.co/TPYjnrSoqS,22/10/2020 10:11,en,,0,0,,DenScott,"Love my Country and the people who live here, Protect our Constitutions and end Corruption . Resist and Remove Corrupt Politicians",18104,2774,606,204,12,FALSE,@1FreeVoiceUSA
"Sorry Rudy, you can deny all you want, but a picture is worth a thousand words.  Dirty old man.  You should be ashamed of yourself.  Instead you try to fake evidence that Hunter Biden is a pervert.  You are despicable. https://t.co/2BqEIo8jYJ",22/10/2020 10:06,en,,2,1,,Swamp Witch,"I talk a lot of smack for someone who tips over putting their socks on.

What does it mean if holy water sizzles when it hits your skin?  Asking for a friend.",8350,13094,1744,1718,1,FALSE,@SwampWi68671152
"Sound familiar? We have our own version of Trump who lies to us every day.  Our election is years away,  but the first step is in the US, in 2 weeks time. https://t.co/TF2vNBiQxE",22/10/2020 10:09,en,,0,0,,Steve. #FBPE.Rejoin.#StarmerOutstanding.,Artist with an interest in books. Lemainer-Civis Europa sum. Blocked by an ever increasing number of Tories.#FBPE,27035,51308,4685,4479,2,FALSE,@Stevemasterson8
Source on alleged Hunter Biden email chain verifies message about Chinese investment firm https://t.co/agb29avBJv #FoxNews,22/10/2020 10:10,en,,0,0,,L_ S _ Farmiga,"Christian; Wife; Mama to Victor, Vera, Stephan, Nadia, Alex, Laryssa, Taissa & Najwan;Baba to Sisika, Rainer, Lev, Fynn, Otto, Gytta, Revan, Tadeo, Simon, Mazie",19112,5456,419,343,11,FALSE,@Heartfelt_7
Southwest airlines are total Hippocrates for kicking Philip off the plane for wearing a trump mask.,22/10/2020 10:01,en,,0,0,,Amanda Johnson,survivor,3,0,6,0,0,FALSE,@AmandaJ62026514
Spanish production-Trump and Biden [ shit 💩 doll ]. https://t.co/9mHVEgluEV,22/10/2020 10:12,en,,0,0,,Black panther,"however long the night, the dawn will break.",168,0,5,3,0,FALSE,@head_leopard
"Staffers at Amnesty &amp; Human Rights Watch are routinely throw in jail, hacked by dictators, &amp; kicked out of conflict zones by governments trying to cover up abuses

The Trump admin wants to label them ""Anti-Semites,"" over the objections of its own lawyers.https://t.co/Z3KJR9ZC5u",22/10/2020 9:51,en,,3,2,,Avi Asher-Schapiro,Journalist | covering tech & rights for Thomson Reuters Foundation @TRF_Stories | Tweets = personal | RT=hmm | aaschapiro gmail |,7270,15290,1203,17832,398,TRUE,@AASchapiro
"State of Disunion: The Election needs to be suspended due to ballot rigging in multiple states. Trump is being mistreated by multiple Media Outlets re: Hunter Biden Laptop. #COVID19 is being falsely reported as a serious threat, without credible scientific study.",22/10/2020 10:03,en,,0,0,,Americas Third Party,David Jon Sponheim for US President is a centrist -fiscally conservative social liberal! Week night chat http://t.co/vompxxj3i1,8060,13,1534,895,59,FALSE,@ThirdParty
"State of the race in WISCONSIN as of 10/22/2020

Polling Average:

Biden 50.3% (-0.7% from yesterday)
Trump 44.0% (+0.3% from yesterday)

Win probabiity:

Biden: 84.7 %(-3.3% from yesterday)
Trump: 15.3%
 
Source: FiveThirtyEight

#ElectionTwitter
#Election2020
#Biden #Trump",22/10/2020 10:04,en,,0,0,,Election Poll Average Bot,beep boop,1668,27,0,126,1,FALSE,@ElectionRobot
"Still waiting for the dance-off video compilation between Trump versus former Uk prime minister, Theresa May....",22/10/2020 10:03,en,,0,0,,Sven Laming,"Deep-sea ecologist currently working at CESAM and winging fatherhood. Love symbiosis, larvae, development collaboration... Opinions are my own 🏳️‍🌈 he/his",395,220,390,179,2,FALSE,@AbyssalDive
Still waiting for trump to condemn Russia and Iran,22/10/2020 10:05,en,,2,0,,Noah LeGate ❤️🍑💛💚💙💜,"Native | 6Ft | 8” | 180# | jockstrap designer | photographer | I make polls, some are vulgar | #Resist #WeImpeached45. #tre45on #MAGAisISIS",14879,24012,4941,2637,8,FALSE,@tj_cruzn
Stimulus Package Update: Is A Deal Even Possible At This Point? https://t.co/Iv9AMm2Fd3 https://t.co/Qq5a3J3M92,22/10/2020 10:00,en,,0,0,,CBS Chicago,"CBS Chicago: The latest news, weather & sports for all of Chicagoland. Email tips to cbschicagotips@cbs.com or call 312.899.2200.",151644,2488,2337,173821,2909,TRUE,@cbschicago
"Study finds no crime increase in cities that adopted ‘sanctuary’ policies, despite Trump claims - The Washington Post https://t.co/IBWhmkNzm0",22/10/2020 10:12,en,,0,0,,"Patricia Farrell, Ph.D.","Dr. Farrell is a psychologist, author, photographer, interested in  film, writing. Don't DM me.  https://t.co/IyU3d3tkHc",505057,151,10681,9760,476,FALSE,@drpatfarrell
"Study finds no crime increase in cities that adopted ‘sanctuary’ policies, despite Trump claims. #Shocker  https://t.co/d09ZnovQEE",22/10/2020 9:54,en,,1,0,,OBiden/OHarris2020🌊,"RN, Animal lover, Veteran mom, LEO mom, owned by 4 large dogs *Still* Blocked by Trump #GunSense #EqualityForAll #Blue2020 #LoveIsLove #RavensFlock",117487,398005,7092,6824,8,FALSE,@Trout8Trout
"Stupendous

Barack Obama delivers scathing takedown of Donald Trump https://t.co/OMArlTMiiU via @YouTube",22/10/2020 9:55,en,,0,0,,Janey Jane 🇬🇧 😛☀️🌏🤗🇪🇺,"Volunteer, Mother, eater of cake and cheese, current affairs watcher (too much going on not to), comedian in another life. #Resistance #FBPE",5944,4384,2231,2245,3,FALSE,@JaneyJane45
Stupid democrats. they want him dead so Biden can win. https://t.co/UmzE3PUOu6,22/10/2020 10:09,en,,0,0,,Starlight For President 2024,Official campaign page for president Starlight Glimmer.,24,4,12,1,0,FALSE,@Starlighttrump
Suddenly not too much mention of biden in Ukraine! https://t.co/XR6EGIfmgD,22/10/2020 9:59,en,US,0,0,,fran dunn,retired real estate agent,105035,219115,104,654,12,FALSE,@frandunn71
Super spreader Tax Cheat Trump isn't going to protect us': Obama returns to campaign trail for Biden https://t.co/O1IOgX2xQF,22/10/2020 9:56,en,,0,0,,Needles McWarthog #Void the Russian Brexit,Hate ToryBrexit and Right Wing Elites who colluded with the Russians to con the British people into voting to leave the EU.,31066,41152,5000,3102,6,FALSE,@mcwarthog
"Surprised that pundits aren’t discussing the possibility that if Trump loses significantly on 3 Nov, he will use the transition to launch nuclear weapons. If defeated, he and his crime family will be imprisoned forever. He and the Republicans have a death wish. Obvious endgame.",22/10/2020 9:50,en,,0,0,,Mark Cubey,Reader and ranter; better in person.,49111,18290,4992,4546,115,FALSE,@markcubey
TDS is Real – “Trump Anxiety” made Whoopi Depressed and Barbra Fat? https://t.co/nP4ESu220i,22/10/2020 10:04,en,,1,0,,Rua Lemone ❤️ 🇺🇸,Digital maverick. Opinionated. Conservative. ❤️ 🇺🇸,6458,543,4096,3798,2,FALSE,@rualemone
THE GREATEST PATHOLOGICAL LYING MIND CONTROL PRESIDENT TRUMP IN THE HISTORY OF THIS PLANET DONALD TRUMP AND WANTS TO BE THE FIRST AMERICAN DICTATOR OVER 200 THOUSAND AMERICANS DEAD IN OUR HOMELAND CAUSED BY THIS PRESIDENT,22/10/2020 9:56,en,,0,0,,Ralph Colon,Retired. On a quest to save millions of babies from tomorrows Autism diagnose against the source creating the epidemic for 30 years. http://t.co/eTM7wM6Azh,5017,48,210,40,1,FALSE,@ColonOnein88
"THE GREATEST PATHOLOGICAL LYING MIND CONTROL PRESIDENT TRUMP IN THE HISTORY OF THIS PLANET DONALD TRUMP AND WANTS TO BE THE FIRST AMERICAN DICTATOR PRESIDENT OVER 200 THOUSAND AMERICANS DEAD IN OUR HOMELAND CAUSED BY THIS PRESIDENT 

https://t.co/deWk7CZfla",22/10/2020 9:59,en,,0,0,,Ralph Colon,Retired. On a quest to save millions of babies from tomorrows Autism diagnose against the source creating the epidemic for 30 years. http://t.co/eTM7wM6Azh,5017,48,210,40,1,FALSE,@ColonOnein88
"THE GREATEST PATHOLOGICAL LYING MIND CONTROL PRESIDENT TRUMP IN THE HISTORY OF THIS PLANET DONALD TRUMP AND WANTS TO BE THE FIRST AMERICAN DICTATOR PRESIDENT OVER 200 THOUSAND AMERICANS DEAD IN OUR HOMELAND CAUSED BY TRUMP.
@CBSNews https://t.co/deWk7CZfla",22/10/2020 10:07,en,,0,0,,Ralph Colon,Retired. On a quest to save millions of babies from tomorrows Autism diagnose against the source creating the epidemic for 30 years. http://t.co/eTM7wM6Azh,5016,48,210,40,1,FALSE,@ColonOnein88
"THE PLAN TO SHUT DOWN COUNTRY IF BIDEN DOESN’T WIN
https://t.co/Exhnad6DZO https://t.co/Exhnad6DZO",22/10/2020 10:11,en,,0,0,,Sabrina Adams,,3431,5954,344,104,6,FALSE,@SabrinaAdams66
"THEY BOTH BUY THERE WIVES, WHY ELSE WOULD A WOMEN PUT UP WITH TRUMP OR RUSH ❓😵🤡 https://t.co/PiWswf6mSi",22/10/2020 9:55,en,,0,0,,TRUTH IS BLUE- NEW ACCOUNT,"BULL SHIT FILTER FULL- 
BIDEN ARMY- HUMAN RIGHTS FOR ALL NOT JUST RICH.
BIDEN HARRIS-B.L.M-ALL LIVES MATTER.",2973,2705,773,453,0,FALSE,@truth77739031
THIS THIS THIS !!!!! #impeachbarr @SpeakerPelosi we need ACTION. you need to DO something to help stop trump &amp; republicans from creating even more damage. https://t.co/9LNuzh7dAd,22/10/2020 10:07,en,,0,0,,valerie // VOTE,”there are people who still stan the beatles when half of them is dead and yall think im just gonna stop liking 1d like that lmao ok” fan acc/politics | she/her,218325,186991,2752,4634,67,FALSE,@hautecouturenjh
TODAY FOLKS!!! MQ:  ourts have ruled the transcript will be released at 9am eastern today. it’s been established that Epstein first recruited Maxwell at dt’s Mar-a-Lago. How much more about Trump’s involvement is in the transcripts? https://t.co/E5EPbqnXA7 via @PalmerReport,22/10/2020 10:11,en,,0,0,,Sláinte 🇺🇸🦅🌊☘️😷,"DireWolf is my better half.
Feeling adrift in the pandemic, but stayin' alive   
MQ def: a modified quote to fit space wo changing intent.",199143,47140,12011,12418,44,FALSE,@1stSvelteCelt
TRUMP 2020 https://t.co/XEKBlnmoXH,22/10/2020 9:52,en,,0,0,,Ecpr43,free thinker,4591,5401,671,301,0,FALSE,@ecpr43
TRUMP 2020😤😤😤😤😤 https://t.co/2Fv1rbK0Qb,22/10/2020 9:58,en,,0,0,,Kevin,ZEKE🔥⚡️|| Salvy 🇸🇻,1675,4758,68,48,0,FALSE,@KCFIT1
"TRUMP DID NOT START RACISM HE ONLY EXPOSED THOSE WHO ARE RACIST. ! RACISM HAS BEEN A LONG TIME IN AMERICA HISTORY, WE ARE AMERICANS WITHOUT COLOR ! 
ARE YOU BLACK, NO I'M AMERICAN
ARE YOU WHITE, NO I'M AMERICAN
ARE YOU BROWN, NO I'M AMERICAN
ARE YOU YELLOW, NO I'M AMERICAN. https://t.co/cYb7RqeN3l",22/10/2020 9:52,en,,1,0,,John,,1273,798,140,68,2,FALSE,@John39366058
"TRUMP PUTS WRONG CROWD IN PICTURE.
@MSNBC https://t.co/X8smGyoV05",22/10/2020 10:09,en,,1,0,,Carol Kline,"someone got rid of my Twitter page, so #IAmResistance and I will continue.",227104,183414,1833,845,2,FALSE,@Americanforsure
"TRUMP TRIES TO BE SO SECRET ABOUT EVERYTHING, WHY IS HE ALWAYS TRYING TO HIDE HIS ACTIVITIES?

What Trump's taxes reveal about his dealings in China https://t.co/hqadoQv2VX via @msnbc",22/10/2020 9:59,en,,0,0,,Joel Bowden,Liberal Progressive Democrat.  I believe money is the root of all evil. #UniteBlue. #GOPLies,51133,15943,3110,1487,37,FALSE,@joimbow
"TRUMP v BIDEN - total theatre, but enjoy the show as it's better than AMAZON/NETFLIX/BBC (notice the all caps!)",22/10/2020 10:10,en,,0,0,,CyoUNoTbelieveItTWATTER,Seeker of truth in this graveyard of lies.,18,4,59,0,0,FALSE,@cyo_no
"TRUMP: In God We Trust

BIDEN: In Borat We Trust",22/10/2020 10:05,en,,0,0,,Lord Reags,"Award-winning Aussie journalist (since 1978) 
Reagan John Murphy, Esq. 7th Great Grandson of King Charles II & Barbara Villiers; Conservative Pro-Life Christian",7960,505,1881,213,1,FALSE,@lord_reags
"T_D will never mention Trump as a part of a man's own body, I carry by swiss army on me most of the time, doesnt mean we shouldn't try for any justice",22/10/2020 10:00,en,,0,0,,Conspiracy Robot 🤖,All tweets generated by a robot // I'm a robot that learns how to tweet by reading comments on https://t.co/xjV0IzQF4c,4801,0,716,259,0,FALSE,@conspiracy_r
Talks to resume on a U.S. stimulus plan with time running out before the election and President Trump seeking to blame Democrats for any failure https://t.co/gqpQO6ERZD,22/10/2020 10:04,en,,1,2,,Bloomberg Asia,"The official Twitter account for Bloomberg in Asia, bringing you the top stories in business from the region and around the world.",185489,4,567,68144,1149,TRUE,@BloombergAsia
"Texas Republicans blast Trump on conference call, urge GOP voters to cast ballots for Joe Biden. https://t.co/dpLEVlTTN0",22/10/2020 9:55,en,,0,0,,Vikram #BidenHarris2020,,122412,27470,1804,1030,92,FALSE,@virvikram
